affiliation_id,affiliation_name,affiliation_country,affiliation_city
60020337,National Bureau of Economic Research,United States,Cambridge
60020338,Gannon University,United States,Erie
60020344,King Khaled Eye Specialist Hospital,Saudi Arabia,Riyadh
60020345,Brandenburgische Technische Universität Cottbus,Germany,Cottbus
60020352,Vajira Hospital,Thailand,Bangkok
60020359,UMKC School of Medicine,United States,Kansas City
60020362,Laboratori Negri Bergamo,Italy,Bergamo
60020383,BioMérieux SA,France,Marcy-l'Etoile
60020399,Alliant International University,United States,San Diego
60020413,Imperial College Faculty of Medicine,United Kingdom,London
60020420,American University,United States,"Washington, D.C."
60020435,Seinan Gakuin University,Japan,Fukuoka
60020436,"Al-Azhar University, Faculty of Medicine",Egypt,Nasr City
60020444,Catholic University of America,United States,"Washington, D.C."
60020449,Guilan University of Medical Sciences,Iran,Rasht
60020458,Jamia Millia Islamia,India,New Delhi
60020464,Guangxi Normal University,China,Guilin
60020469,UNC School of Medicine,United States,Chapel Hill
60020475,Universidade do Minho,Portugal,Braga
60020476,Australian Centre for International Agricultural Research,Australia,Canberra
60020484,Hacettepe Üniversitesi,Turkey,Ankara
60020486,University of Bern,Switzerland,Bern
60020492,Nagoya University School of Medicine,Japan,Nagoya
60020501,Bureau Waardenburg,Netherlands,Culemborg
60020502,The Illuminating Company,United States,Cleveland
60020524,Mae Fah Luang University,Thailand,Chiang Rai
60020529,Institutu Klinické a Experimentální Medicíny,Czech Republic,Prague
60020536,Hewlett-Packard Inc.,United States,Palo Alto
60020540,CHU de Reims,France,Reims
60020547,Texas A&M University,United States,College Station
60020551,Université Toulouse 1 Capitole,France,Toulouse
60020563,Saitama Medical University,Japan,Moroyama
60020564,D'Youville College,United States,Buffalo
60020565,Children's Hospital Los Angeles,United States,Los Angeles
60020567,Applied Biosystems USA,United States,Foster City
60020577,Australian Bureau of Statistics,Australia,Canberra
60020585,University of Canterbury,New Zealand,Christchurch
60020591,Hospital Universitario Marqués de Valdecilla,Spain,Santander
60020595,"Royal Holloway, University of London",United Kingdom,Egham
60020609,Isfahan University of Medical Sciences,Iran,Isfahan
60020621,FernUniversität in Hagen,Germany,Hagen
60020623,Brunel University London,United Kingdom,Uxbridge
60020626,Texas Tech University Health Sciences Center El Paso,United States,El Paso
60020633,University of Louisville,United States,Louisville
60020643,University of Chicago Medicine Comer Children's Hospital,United States,Chicago
60020649,GlaxoSmithKline plc.,United Kingdom,Brentford
60020650,University of Bristol,United Kingdom,Bristol
60020661,University of Liverpool,United Kingdom,Liverpool
60020675,Kunming University of Science and Technology,China,Kunming
60020680,Harvard-Smithsonian Center for Astrophysics,United States,Cambridge
60020681,Alexander Technological Educational Institute of Thessaloniki,Greece,Thessaloniki
60020697,Institute of Plasma Physics Chinese Academy of Sciences,China,Hefei
60020702,University of Montana College of Forestry and Conservation,United States,Missoula
60020703,Wright State University Boonshoft School of Medicine,United States,Dayton
60020714,A.T. Still University,United States,Kirksville
60020730,Ulster University,United Kingdom,Coleraine
60020739,Yamaguchi University,Japan,Yamaguchi
60020760,National Center for Ecological Analysis and Synthesis,United States,Santa Barbara
60020771,Veterinární a farmaceutická univerzita Brno,Czech Republic,Brno
60020779,Örebro Läns Landsting,Sweden,Orebro
60020795,AVL List GmbH,Austria,Graz
60020807,Norges forskningsråd,Norway,Oslo
60020815,Fachkrankenhaus Coswig,Germany,Coswig
60020816,DBL -Center for Health Research and Development,Denmark,Copenhagen
60020828,Flinders University,Australia,Adelaide
60020829,RIKEN Center for Brain Science,Japan,Wako
60020840,Department of Agriculture and Food Western Australia,Australia,
60020842,Kagoshima University Hospital,Japan,Kagoshima
60020845,Freescale Semiconductor,United States,Austin
60020849,Whipps Cross Hospital,United Kingdom,London
60020855,Hospital Universiti Sains Malaysia,Malaysia,Kubang Kerian
60020857,"Samsung Medical Center, Sungkyunkwan University",South Korea,Seoul
60020872,United States Department of State,United States,"Washington, D.C."
60020873,NOAA National Marine Fisheries Service Northwest Regional Office,United States,Seattle
60020875,Chatham House,United Kingdom,London
60020886,Vladimir State University,Russian Federation,Vladimir
60020896,Tokushima Red Cross Hospital,Japan,Komatsushima
60020899,"ICAR - Central Research Institute for Jute and Allied Fibres, Barrackpore",India,Barrackpore
60020908,Georgetown Lombardi Comprehensive Cancer Center,United States,"Washington, D.C."
60020915,Pfizer Research Pearl River,United States,Pearl River
60020918,Guangdong Medical University,China,Zhanjiang
60020928,Stanford Graduate School of Business,United States,Stanford
60020929,Keio University Hospital,Japan,Tokyo
60020933,Institut Francais de Pondichery,India,Puducherry
60020936,Ataturk Training and Research Hospital,Turkey,Ankara
60020941,Washington Cancer Institute,United States,"Washington, D.C."
60020942,The Zucker Hillside Hospital,United States,New York
60020943,"National Research Centre ""Kurchatov Institute""",Russian Federation,Moscow
60020946,Universidade Metodista de Sao Paulo,Brazil,Sao Bernardo do Campo
60020970,Hospital District of Helsinki and Uusimaa,Finland,Helsinki
60020985,Universidade de Coimbra,Portugal,Coimbra
60020988,Statistics Collaborative,United States,"Washington, D.C."
60021005,Universiti Teknologi Malaysia,Malaysia,Johor Bahru
60021013,Hawaiʻi Institute of Marine Biology,United States,Kaneohe
60021016,Institute of Microbiology Chinese Academy of Sciences,China,Beijing
60021029,Kagawa Prefectural Agricultural Experiment Station,Japan,Takamatsu
60021046,Hospital Universitario de Fuenlabrada,Spain,Madrid
60021050,Barwon Health,Australia,Geelong
60021053,Alexandria Medical School,Egypt,Alexandria
60021056,Comision Nacional de Energia Atomica Argentina,Argentina,Buenos Aires
60021060,Gold Coast Hospital,Australia,Southport
60021071,University of West Florida,United States,Pensacola
60021073,Hopital Dupuytren,France,Limoges
60021077,Urmia University of Medical Sciences,Iran,Urmia
60021078,Centre Hospitalier Regional de La Citadelle,Belgium,Liege
60021094,Yanco Agricultural Institute,Australia,
60021100,CSK Himachal Pradesh Agriculture University,India,Palampur
60021102,Instituto Lauro de Souza Lima,Brazil,Bauru
60021110,Universitätsmedizin Göttingen,Germany,Gottingen
60021116,RIKEN (The Institute of Physical and Chemical Research),Japan,Wako
60021120,Kumamoto University,Japan,Kumamoto
60021126,Epworth Hospital,Australia,Melbourne
60021136,Södertörn University,Sweden,Huddinge
60021137,California Pacific Medical Center,United States,San Francisco
60021143,West Virginia University,United States,Morgantown
60021146,National Hospital Organization Minami Osaka General Hospital,Japan,Kawachinagano
60021157,Lahey Hospital & Medical Center,United States,Burlington
60021158,Bangladesh University of Engineering and Technology,Bangladesh,Dhaka
60021171,"Ministry of Manpower, Government of Singapore",Singapore,Singapore City
60021179,Gloucestershire Hospitals NHS Foundation Trust,United Kingdom,Cheltenham
60021187,Temple University Hospital,United States,Philadelphia
60021199,Consiglio Nazionale delle Ricerche,Italy,Rome
60021200,East China Normal University,China,Shanghai
60021212,The Sidney Kimmel Comprehensive Cancer Center,United States,Baltimore
60021221,University of Botswana,Botswana,Gaborone
60021227,North China Electric Power University,China,Beijing
60021235,Pennington Biomedical Research Center,United States,Baton Rouge
60021238,National Chiayi University,Taiwan,Chiayi
60021243,National Center for Atmospheric Research,United States,Boulder
60021252,Assam Agricultural University India,India,Jorhat
60021255,UiT The Arctic University of Norway,Norway,Tromso
60021260,Universite Paris 1 Pantheon-Sorbonne,France,Paris
60021285,Texas Tech University,United States,Lubbock
60021293,International Business Machines,United States,Armonk
60021301,The Royal (Dick) School of Veterinary Studies,United Kingdom,Roslin
60021307,Nagoya University of Commerce and Business Administration,Japan,Nisshin
60021311,Universität Greifswald,Germany,Greifswald
60021323,Uniwersytet Jagielloński Collegium Medicum,Poland,Krakow
60021327,"Umweltbundesamt, Germany",Germany,Dessau-Rosslau
60021328,Churchill Hospital,United Kingdom,Oxford
60021331,Russian Academy of Sciences,Russian Federation,Moscow
60021336,Malaghan Institute of Medical Research,New Zealand,Wellington
60021361,Uniwersytet Jagielloński w Krakowie,Poland,Krakow
60021374,Hôpital Lariboisiere AP-HP,France,Paris
60021390,Albany Medical Center,United States,Albany
60021401,Seowon University,South Korea,Cheongju
60021406,International Monetary Fund,United States,"Washington, D.C."
60021432,Leibniz Institut fur Pflanzenbiochemie,Germany,Halle
60021435,Barts and The London School of Medicine and Dentistry,United Kingdom,London
60021438,Kitasato University Hospital,Japan,Sagamihara
60021439,United States Environmental Protection Agency,United States,"Washington, D.C."
60021449,Institute of Theoretical Physics Chinese Academy of Sciences,China,Beijing
60021456,Daiichi Sankyo Kabushiki-gaisha,Japan,Tokyo
60021460,Groene Hart Hospital,Netherlands,Gouda
60021464,"Peninsula Medical School, Universities of Exeter and Plymouth",United Kingdom,Plymouth
60021467,Monmouth Medical Center,United States,Long Branch
60021479,Univerzitetni Klinični Center Ljubljana,Slovenia,Ljubljana
60021488,Centre INRAE Bretagne-Normandie,France,Le Rheu
60021492,University of Michigan-Flint,United States,Flint
60021497,Williams College,United States,Williamstown
60021498,Frankston Hospital,Australia,Frankston
60021504,Piedmont Hospital,United States,Atlanta
60021510,Tennessee Department of Health,United States,Nashville
60021521,Auckland District Health Board,New Zealand,Auckland
60021530,Laboratoire Pasteur Cerba,France,Saint Ouen l'Aumone
60021539,"National Development and Research Institutes, Inc.",United States,New York
60021543,King Mongkut's Institute of Technology Ladkrabang,Thailand,Ladkrabang Bangkok
60021545,AgResearch Invermay Agricultural Centre,New Zealand,Dunedin
60021552,Central Forensic Science Laboratory India,India,Kolkata
60021564,Centre Hospitalier Universitaire de Bordeaux,France,Talence
60021566,Primary Children's Medical Center,United States,Salt Lake City
60021578,University Hospitals Case Medical Center,United States,Cleveland
60021582,SUNY Oneonta,United States,Oneonta
60021593,Pacific Health Research Institute Hawaii,United States,Honolulu
60021596,Tuberculosis Research Centre India,India,Chennai
60021600,University of Toronto Faculty of Medicine,Canada,Toronto
60021609,Hospital Ramon y Cajal,Spain,Madrid
60021615,Harbin Medical University,China,Harbin
60021623,Sinopec,China,Beijing
60021624,The University of Toledo,United States,Toledo
60021654,Centre Hospitalier de Gonesse,France,Gonesse
60021658,Centers for Disease Control and Prevention,United States,Atlanta
60021660,Istituto Nazionale di Fisica Nucleare - INFN,Italy,Rome
60021669,Albany Museum,South Africa,Grahamstown
60021675,Fortis Escorts Heart Institute & Research Centre,India,New Delhi
60021681,Royal Philips,Netherlands,Amsterdam
60021696,"Faculdade de Medicina, Universidade de Lisboa",Portugal,Lisbon
60021709,Sumitomo Hospital,Japan,Osaka
60021726,Microsoft Research,United States,Redmond
60021745,"Colorado Allergy and Asthma Centers, P.C.",United States,Denver
60021746,Centro de Investigaciones Biologicas Del Noroeste,Mexico,La Paz
60021758,Hospital Alemao Oswaldo Cruz,Brazil,Sao Paulo
60021763,Universität Potsdam,Germany,Potsdam
60021765,University of Calabar,Nigeria,Calabar
60021784,New York University,United States,New York
60021797,Atilim University,Turkey,Ankara
60021802,Univerza v Ljubljani Medicinska Fakulteta,Slovenia,Ljubljana
60021804,Regionshospitalet Holstebro,Denmark,Holstebro
60021807,Shikoku University,Japan,Tokushima
60021808,Caritas Medical Centre Hong Kong,China,Hong Kong
60021825,"Tokyo Gas Co., Ltd.",Japan,Minato
60021836,"Institute of Hydrobiology, Chinese Academy of Sciences",China,Wuhan
60021841,Technische Universität Clausthal,Germany,Clausthal-Zellerfeld
60021842,Nnamdi Azikiwe University,Nigeria,Awka
60021846,"National Institute of Technology, Ishikawa College",Japan,Tsubata
60021848,American British Cowdray Medical Center,Mexico,
60021858,Uniwersytet Mikołaja Kopernika w Toruniu,Poland,"Torun, Kujawsko-Pomorskie"
60021859,Università degli Studi di Firenze,Italy,Florence
60021880,"Institute of Crop Science, NARO",Japan,Tsukuba
60021889,University of Greenwich,United Kingdom,London
60021902,Universiteit van Pretoria,South Africa,Pretoria
60021909,Srinagarind hospital,Thailand,
60021916,TaiZhou University,China,Linhai
60021918,University of Virginia,United States,Charlottesville
60021921,Azienda Ospedaliera Careggi,Italy,Florence
60021923,King's College Hospital,United Kingdom,London
60021927,Madurai Kamaraj University,India,Madurai
60021944,Kasetsart University,Thailand,Bangkok
60021947,Indiana University School of Medicine,United States,Indianapolis
60021948,Shiraz University of Medical Sciences,Iran,Shiraz
60021953,Hospital General de Agudos Carlos G. Durand,Argentina,Buenos Aires
